ImageId,EncodedPixels
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,6144 1 6400 1 6656 1 6911 2 7167 2 7423 2 7678 3 7934 3 8190 3 8446 3 8702 3 8958 3 9214 3 9470 3 9726 3 9982 3 10238 3 10495 2
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,80416 2 80671 4 80927 5 81183 6 81440 5 81697 3
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,39636 8 39891 11 40146 12 40401 13 40657 14 40913 14 41169 15 41425 16 41681 16 41937 16 42194 15 42450 15 42707 14 42964 12 43221 10
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,65320 4 65575 7 65830 10 66086 10 66342 11 66598 12 66854 13 67111 13 67368 13 67625 13 67882 13 68139 13 68395 14 68652 13 68909 12 69166 12 69422 13 69679 12 69935 13 70192 12 70449 11 70705 11 70962 10 71219 9 71476 7 71734 4
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,60884 3 61138 7 61393 14 61648 17 61903 19 62158 21 62414 22 62669 23 62925 24 63181 25 63437 25 63694 24 63952 22 64209 21 64468 17 64726 15 64984 12 65241 11 65498 9 65755 8 66012 6
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,13949 8 14204 12 14459 14 14714 16 14970 16 15225 17 15480 18 15736 18 15991 19 16247 19 16503 19 16758 20 17014 19 17269 20 17525 19 17781 19 18037 18 18293 17 18549 16 18805 15 19062 12 19319 10
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,11690 10 11942 18 12194 23 12449 25 12704 27 12960 27 13216 26 13472 25 13728 24 13984 23 14240 20 14496 19 14753 14
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,40448 1 40703 2 40959 2 41215 2 41471 2 41727 2 41983 2 42239 2 42495 2 42751 2 43007 2 43263 2 43519 2 43775 2 44031 2 44287 2 44543 2 44799 2 45055 2 45311 2 45567 2 45823 2 46079 2 46334 3 46590 3 46846 3 47103 2
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,44612 4 44867 8 45123 9 45379 10 45634 12 45890 13 46146 13 46402 14 46658 14 46914 15 47170 15 47427 15 47683 15 47939 15 48196 14 48453 13 48711 10 48968 8
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,33056 4 33311 6 33567 7 33823 7 34078 8 34334 9 34590 10 34846 10 35102 10 35359 9 35615 9 35872 8 36130 6 36387 5 36645 2
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,28700 3 28955 5 29209 8 29463 10 29718 12 29973 13 30228 14 30484 14 30739 14 30994 15 31249 16 31504 17 31759 17 32014 18 32269 18 32524 19 32780 18 33037 16 33294 12 33554 3
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,71642 2 71897 4 72152 5 72408 5 72663 5 72918 6 73174 5 73430 5 73687 3
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,64199 8 64450 18 64705 21 64961 23 65216 25 65472 26 65728 27 65983 29 66239 29 66495 29 66751 29 67007 29 67264 28 67520 28 67777 27 68033 27 68289 27 68546 26 68802 25 69058 25 69315 24 69572 22 69829 18 70086 14
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,17101 8 17355 11 17608 14 17863 15 18116 18 18371 18 18626 19 18882 19 19139 17 19397 14 19655 11 19914 6
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,64110 3 64365 5 64621 19 64877 20 65133 20 65390 19 65647 18 65903 18 66160 17 66417 16 66673 16 66930 15 67187 15 67444 14 67701 14 67958 13 68215 11 68474 7
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,9551 3 9805 6 10060 8 10315 10 10571 10 10827 10 11082 11 11338 11 11594 11 11850 11 12106 11 12362 10 12618 9 12874 9 13130 9 13386 9 13642 9 13898 9 14154 10 14410 10 14666 10 14922 11 15178 11 15434 11 15690 12 15947 11 16204 10 16460 10 16717 10 16973 11 17229 11 17486 10 17743 9 18000 7 18258 4
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,20289 3 20544 7 20800 8 21056 9 21311 11 21567 11 21823 12 22078 13 22334 14 22589 15 22845 14 23102 13 23359 12 23616 11 23872 11 24129 10 24385 10 24641 10 24897 10 25154 9 25410 8 25667 7 25924 5
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,65206 7 65457 15 65712 16 65968 15 66224 15 66479 16 66735 16 66991 16 67247 17 67503 17 67759 18 68016 17 68272 17 68528 18 68784 18 69041 17 69297 18 69554 18 69810 19 70067 19 70324 19 70580 18 70837 16 71094 14 71351 11
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,69631 2 69886 3 70141 4 70397 4 70653 4 70909 4 71165 4 71421 4 71677 4 71933 4 72189 4 72445 4 72701 4 72957 4 73213 4 73469 4 73726 3 73982 3 74238 3 74495 2 74752 1
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,71270 5 71522 11 71776 14 72031 17 72287 18 72543 18 72800 17 73057 17 73313 18 73569 19 73826 20 74083 20 74340 19 74596 20 74852 21 75108 21 75365 20 75621 20 75878 19 76135 18 76392 17 76649 15 76906 13 77164 10
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,31156 6 31411 10 31665 13 31920 15 32176 15 32431 16 32687 16 32943 16 33199 16 33456 15 33712 14 33969 13 34226 11 34484 7
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,62297 4 62552 6 62807 7 63063 8 63320 8 63576 9 63832 10 64089 10 64346 10 64603 9 64859 10 65116 9 65373 9 65629 10 65886 10 66142 11 66399 11 66655 12 66912 12 67169 13 67426 13 67683 13 67939 13 68196 12 68453 11 68710 10 68969 7 69227 4
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,58380 3 58635 5 58891 6 59147 6 59403 7 59659 7 59915 7 60171 7 60427 7 60684 6 60941 4 61198 2
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,57705 10 57960 15 58215 17 58471 17 58727 17 58983 18 59239 18 59495 18 59751 18 60007 18 60264 17 60520 18 60777 17 61033 17 61290 16 61546 16 61802 16 62058 16 62315 15 62572 14 62828 13 63085 11 63342 9
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,51051 5 51302 13 51557 15 51813 16 52069 17 52325 18 52581 19 52838 19 53094 20 53350 21 53607 20 53863 21 54119 21 54376 21 54632 21 54889 21 55146 20 55403 19 55659 19 55916 18 56174 15 56431 12
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,11300 2 11555 4 11811 5 12067 6 12324 5 12580 5 12836 6 13092 7 13349 6 13605 7 13861 7 14117 8 14374 7 14630 7 14886 7 15143 6 15399 7 15655 7 15911 7 16167 7 16424 6 16681 5 16937 5 17194 5 17450 5 17707 4 17963 5 18220 4 18477 4 18734 4 18991 2
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,51969 4 52225 7 52481 8 52737 8 52993 8 53249 9 53505 9 53761 9 54017 10 54273 10 54529 10 54785 10 55041 10 55297 9 55553 9 55809 9 56065 8 56321 8 56577 8 56833 8 57089 7 57345 7 57601 6 57857 6 58113 5 58369 5 58625 4 58881 1
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,63255 6 63510 8 63765 9 64020 10 64275 11 64528 14 64783 15 65035 19 65290 20 65540 26 65793 29 66049 29 66305 29 66561 29 66817 29 67073 29 67329 29 67585 29 67841 29 68097 29 68353 29 68609 29 68865 30 69121 30 69377 30 69633 29 69889 29 70145 29 70401 29 70674 11 70932 9 71191 5
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,65223 6 65478 8 65734 9 65989 10 66244 12 66499 13 66754 14 67009 15 67264 16 67519 17 67773 19 68028 20 68283 20 68538 20 68793 20 69048 21 69303 21 69558 22 69813 22 70068 22 70322 21 70577 21 70832 21 71087 21 71342 21 71597 20 71852 19 72107 19 72361 20 72616 20 72871 20 73126 20 73382 19 73638 18 73893 17 74149 16 74404 16 74660 15 74916 14 75171 14 75427 13 75682 13 75938 12 76193 13 76449 13 76704 13 76960 12 77216 11 77471 11 77727 11 77982 11 78238 10 78493 10 78749 10 79005 9 79260 9 79516 8 79771 9 80026 9 80282 9 80538 9 80794 8 81050 8 81306 8 81562 7 81818 7
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,25869 8 26123 11 26378 13 26634 14 26889 15 27144 16 27399 18 27654 19 27910 19 28165 20 28420 21 28675 22 28931 23 29186 24 29441 25 29697 25 29953 25 30209 25 30465 25 30721 25 30977 25 31233 25 31489 24 31745 23 32001 22 32257 22 32513 22 32769 21 33025 20 33281 19 33537 18 33793 17 34049 16 34305 15 34561 14 34817 13 35073 12 35329 11 35585 11 35841 10 36097 9 36353 8 36609 7 36865 5 37121 4 37377 3 37633 3 37889 3 38145 2 38401 1
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,10377 13 10632 16 10887 18 11141 20 11396 21 11651 23 11905 25 12160 26 12415 27 12669 28 12924 29 13179 29 13434 29 13689 29 13945 28 14200 28 14455 24 14710 17 14966 13 15221 10 15477 7 15734 2
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,75588 2 75842 5 76097 7 76351 11 76605 14 76860 17 77115 19 77371 19 77626 19 77881 20 78137 20 78393 20 78648 21 78904 20 79159 21 79414 22 79669 22 79924 23 80179 24 80435 23 80691 23 80946 23 81201 24 81456 24 81712 23
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,62979 2 63234 4 63489 5 63745 5 64001 5 64257 5 64513 4 64769 4 65025 3 65281 2 65537 1
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,17665 5 17921 6 18177 7 18433 8 18689 8 18945 9 19201 9 19457 9 19713 9 19969 9 20225 9 20481 9 20737 8 20993 7 21249 7 21505 6 21761 6 22017 5 22273 3 22529 2
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,72095 4 72346 11 72595 19 72849 21 73103 23 73355 27 73610 28 73866 27 74121 28 74376 28 74631 29 74887 29 75142 29 75398 29 75653 29 75908 30 76164 29 76419 30 76674 30 76930 30 77185 31 77440 31 77696 31 77951 31 78206 32 78462 31 78717 32 78972 33 79227 33 79482 34 79738 33 79994 30 80250 29 80505 28 80761 23 81017 19 81273 18 81529 14 81785 12
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,70353 4 70608 6 70862 9 71117 10 71371 13 71626 14 71879 17 72134 18 72389 18 72644 18 72899 19 73154 20 73409 20 73664 20 73919 21 74174 21 74429 22 74683 23 74938 23 75193 23 75448 23 75703 23 75958 21 76213 21 76468 21 76723 21 76978 20 77232 21 77487 21 77743 20 77998 20 78253 21 78508 21 78764 21 79019 22 79274 22 79529 23 79784 24 80040 24 80296 24 80551 25 80807 25 81063 25 81319 25 81574 25 81830 25
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,13110 10 13362 16 13616 20 13865 29 14114 37 14367 40 14622 41 14875 45 15130 46 15384 48 15639 49 15894 50 16150 50 16405 51 16661 51 16916 52 17172 51 17427 51 17683 51 17939 50 18195 49 18451 48 18706 38 18962 36 19218 32 19474 28 19730 26 19986 24 20241 23 20497 17 20753 13 21010 2
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,75873 2 76128 6 76384 7 76639 8 76893 11 77148 12 77402 15 77656 17 77911 18 78167 18 78422 19 78677 21 78933 21 79188 22 79444 22 79700 22 79955 23 80210 24 80465 25 80720 26 80976 26 81231 27 81486 28 81742 28
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,44051 9 44306 12 44561 14 44817 14 45072 16 45327 17 45582 18 45837 19 46093 19 46349 20 46604 21 46860 21 47115 22 47371 22 47627 22 47882 23 48138 23 48394 23 48650 23 48906 23 49161 24 49417 24 49673 24 49930 23 50186 22 50442 21 50698 21 50954 20 51210 20 51466 20 51722 19 51978 18 52234 17 52490 16 52747 12
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,74867 7 75122 9 75378 9 75633 10 75889 9 76145 9 76400 10 76656 9 76911 10 77167 9 77423 9 77678 10 77934 10 78189 11 78445 11 78700 12 78956 11 79212 11 79467 12 79722 13 79978 13 80234 12 80490 12 80746 12 81002 12 81258 12 81514 12 81770 12
2255d5aba044256bb92f6b7cbed0fca46d972c7b6b1a59dcbe7f682c5777d074,74005 6 74259 10 74514 12 74769 14 75024 16 75279 18 75534 20 75790 21 76045 22 76300 23 76555 24 76811 25 77067 25 77323 26 77579 27 77835 27 78091 27 78347 27 78603 27 78859 28 79115 28 79371 28 79627 28 79883 29 80139 29 80395 29 80651 28 80907 28 81163 27 81419 27 81675 26
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,2886 7 3140 11 3395 14 3651 15 3906 17 4162 18 4418 19 4674 19 4930 19 5187 19 5443 19 5700 18 5957 16 6214 14 6472 11 6730 8
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,40956 3 41209 8 41463 10 41718 11 41973 12 42229 12 42485 12 42741 12 42997 12 43254 11 43511 10 43768 9
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,27479 5 27734 10 27989 13 28245 14 28501 15 28757 16 29013 16 29270 15 29527 14 29785 12 30043 9 30301 6
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,3725 2 3975 9 4230 11 4485 12 4740 13 4996 13 5251 15 5507 15 5762 16 6018 16 6274 16 6530 16 6786 16 7042 16 7299 14 7556 12 7813 10 8070 8 8329 4
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,62475 3 62724 14 62979 16 63234 17 63490 17 63745 18 64001 19 64257 19 64513 18 64769 18 65025 17 65281 17
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,36148 6 36402 9 36657 12 36913 13 37168 14 37424 15 37681 14 37937 14 38194 13 38451 12 38708 10 38965 7
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,3223 2 3477 4 3732 5 3987 6 4243 5 4499 4 4755 3
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,49929 2 50179 10 50433 14 50689 15 50945 16 51201 16 51457 16 51713 16 51969 16 52225 15 52481 14 52737 13 52993 11 53249 9
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,22237 5 22492 8 22747 10 23002 12 23257 14 23513 15 23769 16 24025 16 24281 16 24538 15 24795 14 25052 13 25309 12 25566 10 25825 5
237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,41196 1 41449 7 41704 9 41959 11 42214 12 42470 12 42725 13 42981 13 43237 13 43493 12 43749 11 44005 10 44261 9 44519 6
237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,59870 4 60124 7 60379 9 60634 10 60889 11 61144 12 61400 12 61656 11 61912 11 62168 10 62424 9 62681 7 62938 5
237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,27345 5 27598 10 27854 10 28109 11 28365 11 28621 11 28877 11 29133 11 29389 11 29646 10 29902 10 30159 8 30416 7
237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,61940 2 62194 6 62449 8 62704 10 62959 11 63215 12 63471 12 63727 12 63982 13 64239 12 64495 12 64751 11 65008 10 65265 8 65522 7
237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,30119 5 30374 8 30629 10 30885 10 31141 11 31397 11 31653 11 31910 10 32166 10 32423 9 32680 7
237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,21929 7 22184 9 22440 11 22696 12 22952 13 23209 12 23466 11 23723 9 23979 8 24238 3
237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,50202 2 50456 6 50711 8 50965 10 51220 12 51475 13 51731 12 51986 13 52242 13 52497 13 52753 12 53009 11 53266 9 53522 8 53781 2
237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,63377 2 63630 7 63885 10 64140 13 64395 20 64650 23 64905 25 65161 25 65417 26
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,39511 5 39764 10 40019 12 40274 14 40530 15 40785 17 41041 17 41297 17 41553 17 41809 17 42065 17 42321 17 42578 15 42835 14 43091 13 43347 12 43604 10 43862 4
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,96 7 350 10 603 13 857 16 1112 17 1368 17 1624 16 1880 16 2137 15 2393 16 2649 16 2906 15 3163 14 3420 12
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,150 11 406 11 663 9 920 6
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,54253 2 54507 5 54759 10 55014 11 55270 11 55526 11 55782 11 56038 11 56294 11 56550 11 56806 10 57063 9 57320 7 57579 3
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,36879 8 37134 10 37389 12 37645 12 37901 13 38157 14 38413 15 38668 16 38924 16 39180 17 39436 17 39692 17 39949 15 40206 13 40463 11 40720 9 40978 5
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,28761 3 29015 7 29269 10 29524 12 29779 13 30034 15 30289 16 30545 16 30801 16 31056 17 31312 17 31568 17 31824 17 32080 16 32337 15 32593 14 32850 12 33107 10 33365 6
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,22541 6 22794 10 23049 12 23304 14 23559 16 23814 18 24069 19 24325 19 24581 19 24837 19 25094 18 25350 18 25606 18 25862 18 26118 8 26130 5 26375 4
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,14352 4 14606 9 14860 12 15115 13 15370 14 15626 15 15882 16 16138 17 16394 17 16650 17 16906 17 17162 17 17419 16 17676 15 17933 14 18190 12 18447 10 18704 8 18961 6 19218 4
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,257 1 513 2 769 3 1025 4 1281 5 1537 5 1793 4 2049 4 2305 4 2561 5 2817 6 3073 6 3329 6 3585 5 3841 5 4097 4 4353 3 4609 2
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,51115 4 51368 9 51623 12 51878 14 52133 15 52388 16 52643 18 52899 18 53154 19 53409 19 53665 19 53921 18 54177 18 54433 17 54689 17 54945 17 55202 15 55458 14 55715 13 55971 13 56228 12 56486 9 56745 3
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,48041 4 48295 7 48550 8 48806 8 49062 8 49318 7 49575 4
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,21030 6 21283 10 21538 12 21793 14 22048 16 22304 17 22560 17 22816 16 23072 15 23327 16 23583 17 23840 16 24096 16 24352 16 24609 14 24866 12 25123 5
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,3631 9 3886 11 4141 13 4396 15 4652 16 4908 16 5164 17 5419 18 5675 18 5930 19 6186 19 6442 19 6698 19 6954 19 7210 19 7466 19 7722 19 7978 18 8235 16 8491 15 8748 13 9006 6
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,3012 9 3263 15 3518 17 3773 19 4028 23 4283 25 4539 25 4796 24 5052 24 5308 24 5564 24 5820 23 6076 22 6331 23 6587 22 6843 21 7099 20 7355 20 7611 20 7867 20 8124 19 8381 18 8640 14 8900 8 9158 5
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,10533 7 10788 9 11043 11 11298 13 11554 13 11809 14 12064 15 12320 15 12576 15 12832 15 13089 13 13345 12 13602 11 13858 10 14115 5
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,19201 2 19457 4 19713 5 19969 6 20225 6 20481 7 20737 7 20993 7 21249 7 21505 6 21761 5 22017 3 22273 2 22529 1
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,14380 10 14635 12 14889 14 15144 15 15399 16 15654 17 15910 17 16165 18 16421 18 16676 18 16932 17 17188 17 17443 18 17699 18 17956 17 18212 17 18468 16 18725 14 18982 13 19239 11 19496 8 19753 5 20011 2
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,59184 5 59438 8 59693 10 59948 12 60204 15 60459 17 60715 17 60971 18 61227 18 61483 19 61739 19 61996 18 62252 18 62509 17 62765 17 63022 15 63279 13 63537 8
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,26139 4 26393 7 26648 8 26904 9 27160 9 27416 9 27672 9 27929 8 28186 6
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,5650 2 5904 6 6158 9 6413 11 6669 12 6924 15 7179 17 7435 17 7690 18 7946 18 8202 18 8458 19 8714 19 8970 19 9226 19 9483 18 9740 16 9998 14 10256 11 10516 6 10773 4
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,29203 5 29456 9 29711 11 29966 13 30221 15 30477 15 30733 15 30989 16 31245 16 31501 16 31757 16 32014 14 32270 14 32527 12 32784 10 33042 6
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,20 16 275 17 530 19 786 19 1042 19 1298 19 1554 19 1810 19 2066 19 2323 18 2579 18 2835 17 3092 16 3349 14 3606 12
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,28534 3 28786 8 29041 10 29295 13 29550 14 29806 15 30061 17 30317 17 30573 17 30829 17 31085 17 31341 16 31597 16 31853 16 32109 15 32365 15 32621 14 32878 12 33135 10 33392 9 33649 7 33907 4
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,36907 6 37162 8 37417 10 37672 11 37928 12 38183 13 38439 13 38695 13 38951 13 39208 11 39464 11 39721 9 39978 5
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,54103 2 54108 3 54358 10 54613 12 54868 13 55124 13 55380 13 55636 14 55893 13 56150 12 56408 10 56669 4
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,11960 5 12215 7 12470 9 12725 11 12981 11 13236 12 13492 12 13748 12 14005 11 14261 10 14518 9 14775 7
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,39798 9 40053 11 40307 14 40562 15 40818 16 41074 16 41331 15 41587 15 41843 15 42100 13 42357 12 42616 8 42874 5
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,22841 5 23096 8 23351 10 23605 13 23860 15 24116 15 24372 16 24627 17 24883 17 25139 17 25395 16 25651 16 25908 14 26164 12 26421 10 26679 6
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,237 5 491 9 746 11 1001 13 1257 14 1513 14 1769 15 2025 15 2281 15 2537 15 2793 16 3049 16 3305 17 3561 17 3818 16 4076 13 4333 12 4589 11 4845 10 5101 9 5358 7
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,26126 4 26379 8 26633 11 26888 13 27143 15 27398 16 27654 16 27910 16 28165 17 28421 17 28677 17 28933 16 29189 14 29445 11 29702 9 29959 7 30215 6 30472 4
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,10200 3 10455 5 10711 6 10967 7 11222 9 11470 4 11477 10 11725 18 11980 19 12235 20 12491 19 12746 20 13002 20 13259 19 13516 18 13772 19 14028 19 14285 18 14541 18 14798 16 15055 15 15313 12 15571 8 15828 5
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,21342 9 21596 13 21851 15 22106 16 22361 18 22617 18 22873 19 23129 19 23384 20 23640 20 23896 20 24152 20 24409 18 24665 18 24921 17 25177 16 25433 15 25690 13 25948 10 26207 5
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,42028 4 42282 7 42535 11 42789 13 43044 14 43300 14 43555 15 43811 16 44067 17 44323 17 44579 17 44835 16 45091 15 45348 13 45605 11 45863 9 46120 8 46379 5 46636 3
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,23419 6 23673 11 23928 13 24183 15 24439 16 24694 17 24950 18 25206 18 25462 18 25717 19 25973 19 26230 18 26486 18 26742 17 26999 16 27256 14 27513 12 27770 10 28028 7
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,64315 4 64566 10 64821 12 65076 14 65332 14
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,46677 5 46932 8 47187 11 47442 13 47698 14 47953 16 48209 16 48464 17 48720 17 48976 16 49232 16 49488 15 49744 15 50001 13 50257 12 50514 10 50771 8 51029 4
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,51241 5 51496 8 51751 10 52006 11 52261 13 52517 15 52773 16 53029 16 53285 17 53541 17 53797 16 54053 15 54309 15 54566 13 54823 11 55082 7 55340 2
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,9293 3 9548 5 9803 7 10054 12 10309 13 10564 15 10819 16 11074 17 11330 17 11586 17 11842 17 12098 17 12354 17 12610 16 12866 16 13123 14 13380 13 13636 12 13891 13 14146 14 14401 15 14656 17 14912 17 15167 18 15422 19 15678 18 15934 18 16190 18 16446 17 16702 16 16959 15 17216 13 17473 12 17732 8 17989 6
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,51007 6 51262 10 51518 11 51773 13 52028 15 52284 15 52540 16 52796 16 53053 15 53309 15 53566 14 53823 13 54083 9 54340 7 54596 6 54852 4 55109 2
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,52499 5 52752 10 53007 12 53262 14 53518 15 53774 16 54030 16 54285 17 54541 17 54797 17 55054 17 55310 17 55566 16 55823 15 56079 14 56336 12 56594 7
243443ae303cc09cfbea85bfd22b0c4f026342f3dfc3aa1076f27867910d025b,50814 6 51066 10 51321 11 51576 12 51831 13 52087 13 52343 13 52599 13 52855 13 53112 12 53368 9 53626 5
